_time,host,source,sourcetype,user,src_ip,action,command,bytes_out,message
2024-01-14T10:59:34,ldap-01,/var/log/secure,linux_secure,lena.wolf,172.16.26.172,accepted,,,Accepted password for lena.wolf from 172.16.26.172 port 56959
2024-01-14T11:05:00,fw-core-01,firewall,firewall,,10.10.1.77,permit,,23875,PERMIT src=10.10.1.77 dst=1.1.16.112 proto=TCP dport=443 bytes_out=23875
2024-01-14T11:21:20,auth-prod-02,/var/log/secure,linux_secure,diana.prince,172.16.10.60,accepted,,,Accepted password for diana.prince from 172.16.10.60 port 63147
2024-01-14T11:22:07,srv-web-01,/var/log/auth.log,linux_secure,marco.rossi,,sudo,/usr/bin/passwd alice.chen,,marco.rossi : TTY=pts/0 ; PWD=/home/marco ; USER=root ; COMMAND=/usr/bin/passwd alice.chen
2024-01-14T11:27:00,fw-dmz-01,firewall,firewall,,10.0.0.42,permit,,52958,PERMIT src=10.0.0.42 dst=8.8.40.153 proto=TCP dport=443 bytes_out=52958
2024-01-14T11:50:50,auth-prod-01,/var/log/secure,linux_secure,nadia.ali,172.16.8.140,accepted,,,Accepted password for nadia.ali from 172.16.8.140 port 48704
2024-01-14T11:53:40,auth-prod-01,/var/log/secure,linux_secure,diana.prince,172.16.24.196,accepted,,,Accepted password for diana.prince from 172.16.24.196 port 57378
2024-01-14T12:01:00,fw-core-01,firewall,firewall,,10.10.1.33,permit,,68991,PERMIT src=10.10.1.33 dst=8.8.24.188 proto=TCP dport=80 bytes_out=68991
2024-01-14T12:03:00,fw-core-01,firewall,firewall,,10.10.1.105,permit,,74398,PERMIT src=10.10.1.105 dst=8.8.48.96 proto=TCP dport=80 bytes_out=74398
2024-01-14T12:04:00,fw-core-01,firewall,firewall,,10.10.1.11,permit,,57608,PERMIT src=10.10.1.11 dst=8.8.30.164 proto=TCP dport=443 bytes_out=57608
2024-01-14T12:09:00,fw-core-01,firewall,firewall,,10.10.1.99,permit,,64867,PERMIT src=10.10.1.99 dst=8.8.33.155 proto=TCP dport=443 bytes_out=64867
2024-01-14T12:10:00,fw-core-01,firewall,firewall,,10.10.1.77,permit,,54835,PERMIT src=10.10.1.77 dst=8.8.39.1 proto=TCP dport=443 bytes_out=54835
2024-01-14T12:13:00,fw-core-01,firewall,firewall,,10.10.1.55,permit,,53823,PERMIT src=10.10.1.55 dst=8.8.9.12 proto=TCP dport=80 bytes_out=53823
2024-01-14T12:14:00,fw-core-01,firewall,firewall,,10.10.1.88,permit,,66509,PERMIT src=10.10.1.88 dst=8.8.15.243 proto=TCP dport=8080 bytes_out=66509
2024-01-14T12:16:00,fw-core-01,firewall,firewall,,10.10.1.125,permit,,57049,PERMIT src=10.10.1.125 dst=8.8.25.108 proto=TCP dport=443 bytes_out=57049
2024-01-14T12:16:00,fw-dmz-01,firewall,firewall,,10.0.0.42,permit,,62598,PERMIT src=10.0.0.42 dst=8.8.30.149 proto=TCP dport=443 bytes_out=62598
2024-01-14T12:18:00,fw-core-01,firewall,firewall,,10.10.1.115,permit,,57410,PERMIT src=10.10.1.115 dst=8.8.28.217 proto=TCP dport=8080 bytes_out=57410
2024-01-14T12:19:52,auth-prod-01,/var/log/secure,linux_secure,samir.khan,172.16.2.169,accepted,,,Accepted password for samir.khan from 172.16.2.169 port 49129
2024-01-14T12:23:00,fw-core-01,firewall,firewall,,10.10.1.44,permit,,72098,PERMIT src=10.10.1.44 dst=8.8.26.248 proto=TCP dport=8080 bytes_out=72098
2024-01-14T12:26:00,fw-core-01,firewall,firewall,,10.10.1.22,permit,,71568,PERMIT src=10.10.1.22 dst=8.8.26.71 proto=TCP dport=80 bytes_out=71568
2024-01-14T12:27:00,fw-core-01,firewall,firewall,,10.10.1.66,permit,,61884,PERMIT src=10.10.1.66 dst=8.8.7.252 proto=TCP dport=8080 bytes_out=61884
2024-01-14T12:42:54,ldap-01,/var/log/secure,linux_secure,lena.wolf,172.16.33.80,accepted,,,Accepted password for lena.wolf from 172.16.33.80 port 53185
2024-01-14T13:07:56,ldap-01,/var/log/secure,linux_secure,carol.white,172.16.39.11,accepted,,,Accepted password for carol.white from 172.16.39.11 port 61540
2024-01-14T13:11:00,fw-core-01,firewall,firewall,,10.10.1.33,permit,,59834,PERMIT src=10.10.1.33 dst=1.1.35.181 proto=TCP dport=443 bytes_out=59834
2024-01-14T13:17:00,fw-dmz-01,firewall,firewall,,10.0.0.42,permit,,51344,PERMIT src=10.0.0.42 dst=8.8.29.233 proto=TCP dport=443 bytes_out=51344
2024-01-14T13:18:00,fw-core-01,firewall,firewall,,10.10.1.22,permit,,63088,PERMIT src=10.10.1.22 dst=1.1.2.248 proto=TCP dport=443 bytes_out=63088
2024-01-14T13:26:29,ldap-01,/var/log/secure,linux_secure,marco.rossi,172.16.4.104,accepted,,,Accepted password for marco.rossi from 172.16.4.104 port 43580
2024-01-14T13:31:35,auth-prod-02,/var/log/secure,linux_secure,oscar.pinto,172.16.42.183,accepted,,,Accepted password for oscar.pinto from 172.16.42.183 port 40565
2024-01-14T13:42:50,ldap-01,/var/log/secure,linux_secure,oscar.pinto,172.16.3.33,failed,,,Failed password for oscar.pinto from 172.16.3.33 port 50878
2024-01-14T13:57:49,auth-prod-01,/var/log/secure,linux_secure,carol.white,172.16.25.123,failed,,,Failed password for carol.white from 172.16.25.123 port 49784
2024-01-14T14:07:15,ldap-01,/var/log/secure,linux_secure,marco.rossi,172.16.22.6,accepted,,,Accepted password for marco.rossi from 172.16.22.6 port 59282
2024-01-14T14:24:17,auth-prod-01,/var/log/secure,linux_secure,tom.hardy,172.16.50.199,accepted,,,Accepted password for tom.hardy from 172.16.50.199 port 41051
2024-01-14T14:25:00,fw-dmz-01,firewall,firewall,,10.0.0.42,permit,,68732,PERMIT src=10.0.0.42 dst=8.8.42.49 proto=TCP dport=443 bytes_out=68732
2024-01-14T14:40:28,auth-prod-01,/var/log/secure,linux_secure,samir.khan,172.16.18.141,failed,,,Failed password for samir.khan from 172.16.18.141 port 54356
2024-01-14T14:45:10,srv-db-01,/var/log/auth.log,linux_secure,carol.white,,sudo,visudo,,carol.white : TTY=pts/0 ; PWD=/home/carol ; USER=root ; COMMAND=visudo
2024-01-14T14:51:55,auth-prod-01,/var/log/secure,linux_secure,alice.chen,172.16.42.139,failed,,,Failed password for alice.chen from 172.16.42.139 port 64692
2024-01-14T14:58:17,auth-prod-02,/var/log/secure,linux_secure,carol.white,172.16.28.163,failed,,,Failed password for carol.white from 172.16.28.163 port 55401
2024-01-14T15:00:07,auth-prod-02,/var/log/secure,linux_secure,diana.prince,172.16.35.10,accepted,,,Accepted password for diana.prince from 172.16.35.10 port 44852
2024-01-14T15:01:00,fw-core-01,firewall,firewall,,10.10.1.88,permit,,73830,PERMIT src=10.10.1.88 dst=8.8.43.134 proto=TCP dport=443 bytes_out=73830
2024-01-14T15:02:00,fw-core-01,firewall,firewall,,10.10.1.33,permit,,59670,PERMIT src=10.10.1.33 dst=8.8.21.192 proto=TCP dport=443 bytes_out=59670
2024-01-14T15:03:00,fw-core-01,firewall,firewall,,10.10.1.99,permit,,72995,PERMIT src=10.10.1.99 dst=8.8.8.219 proto=TCP dport=8080 bytes_out=72995
2024-01-14T15:09:00,fw-core-01,firewall,firewall,,10.10.1.55,permit,,66142,PERMIT src=10.10.1.55 dst=8.8.8.25 proto=TCP dport=80 bytes_out=66142
2024-01-14T15:10:00,fw-core-01,firewall,firewall,,10.10.1.125,permit,,55157,PERMIT src=10.10.1.125 dst=8.8.24.80 proto=TCP dport=8080 bytes_out=55157
2024-01-14T15:10:00,fw-dmz-01,firewall,firewall,,10.0.0.42,permit,,69824,PERMIT src=10.0.0.42 dst=8.8.31.129 proto=TCP dport=443 bytes_out=69824
2024-01-14T15:11:00,fw-core-01,firewall,firewall,,10.10.1.44,permit,,52959,PERMIT src=10.10.1.44 dst=8.8.26.4 proto=TCP dport=443 bytes_out=52959
2024-01-14T15:11:00,fw-core-01,firewall,firewall,,10.10.1.66,permit,,67841,PERMIT src=10.10.1.66 dst=8.8.42.92 proto=TCP dport=80 bytes_out=67841
2024-01-14T15:14:00,fw-core-01,firewall,firewall,,10.10.1.11,permit,,58366,PERMIT src=10.10.1.11 dst=8.8.43.3 proto=TCP dport=443 bytes_out=58366
2024-01-14T15:15:58,auth-prod-02,/var/log/secure,linux_secure,oscar.pinto,172.16.9.206,accepted,,,Accepted password for oscar.pinto from 172.16.9.206 port 58314
2024-01-14T15:17:00,fw-core-01,firewall,firewall,,10.10.1.105,permit,,51965,PERMIT src=10.10.1.105 dst=8.8.38.245 proto=TCP dport=8080 bytes_out=51965
2024-01-14T15:18:00,fw-core-01,firewall,firewall,,10.10.1.22,permit,,72472,PERMIT src=10.10.1.22 dst=8.8.50.191 proto=TCP dport=80 bytes_out=72472
2024-01-14T15:24:00,fw-core-01,firewall,firewall,,10.10.1.115,permit,,70372,PERMIT src=10.10.1.115 dst=8.8.40.173 proto=TCP dport=8080 bytes_out=70372
2024-01-14T15:26:05,auth-prod-01,/var/log/secure,linux_secure,marco.rossi,172.16.30.243,accepted,,,Accepted password for marco.rossi from 172.16.30.243 port 45045
2024-01-14T15:27:00,fw-core-01,firewall,firewall,,10.10.1.77,permit,,54741,PERMIT src=10.10.1.77 dst=8.8.9.139 proto=TCP dport=443 bytes_out=54741
2024-01-14T15:31:05,auth-prod-01,/var/log/secure,linux_secure,marco.rossi,172.16.10.161,accepted,,,Accepted password for marco.rossi from 172.16.10.161 port 53833
2024-01-14T16:06:04,auth-prod-02,/var/log/secure,linux_secure,raj.patel,172.16.17.34,accepted,,,Accepted password for raj.patel from 172.16.17.34 port 48004
2024-01-14T16:12:45,auth-prod-02,/var/log/secure,linux_secure,alice.chen,172.16.43.59,failed,,,Failed password for alice.chen from 172.16.43.59 port 47628
2024-01-14T16:40:43,ldap-01,/var/log/secure,linux_secure,diana.prince,172.16.10.208,failed,,,Failed password for diana.prince from 172.16.10.208 port 42791
2024-01-14T16:42:01,auth-prod-02,/var/log/secure,linux_secure,nadia.ali,172.16.9.222,accepted,,,Accepted password for nadia.ali from 172.16.9.222 port 48524
2024-01-14T16:44:12,srv-app-02,/var/log/auth.log,linux_secure,samir.khan,,sudo,/usr/sbin/adduser svc_hidden,,samir.khan : TTY=pts/0 ; PWD=/home/samir ; USER=root ; COMMAND=/usr/sbin/adduser svc_hidden
2024-01-14T16:54:49,ldap-01,/var/log/secure,linux_secure,oscar.pinto,172.16.27.227,accepted,,,Accepted password for oscar.pinto from 172.16.27.227 port 63538
2024-01-14T17:25:52,auth-prod-02,/var/log/secure,linux_secure,oscar.pinto,172.16.6.81,accepted,,,Accepted password for oscar.pinto from 172.16.6.81 port 53244
2024-01-14T17:45:31,auth-prod-01,/var/log/secure,linux_secure,samir.khan,172.16.19.56,accepted,,,Accepted password for samir.khan from 172.16.19.56 port 57766
2024-01-14T18:00:00,srv-web-01,/var/log/auth.log,linux_secure,root,,sudo,/usr/sbin/visudo,,root : TTY=pts/0 ; PWD=/home/root ; USER=root ; COMMAND=/usr/sbin/visudo
2024-01-14T18:05:00,fw-core-01,firewall,firewall,,10.10.1.33,permit,,56579,PERMIT src=10.10.1.33 dst=8.8.9.202 proto=TCP dport=8080 bytes_out=56579
2024-01-14T18:10:00,fw-core-01,firewall,firewall,,10.10.1.125,permit,,68598,PERMIT src=10.10.1.125 dst=8.8.39.22 proto=TCP dport=80 bytes_out=68598
2024-01-14T18:12:00,fw-core-01,firewall,firewall,,10.10.1.66,permit,,59040,PERMIT src=10.10.1.66 dst=8.8.13.248 proto=TCP dport=80 bytes_out=59040
2024-01-14T18:14:00,fw-core-01,firewall,firewall,,10.10.1.88,permit,,71080,PERMIT src=10.10.1.88 dst=8.8.2.16 proto=TCP dport=443 bytes_out=71080
2024-01-14T18:17:00,fw-core-01,firewall,firewall,,10.10.1.44,permit,,54049,PERMIT src=10.10.1.44 dst=8.8.30.95 proto=TCP dport=8080 bytes_out=54049
2024-01-14T18:17:00,fw-core-01,firewall,firewall,,10.10.1.105,permit,,60801,PERMIT src=10.10.1.105 dst=8.8.43.32 proto=TCP dport=443 bytes_out=60801
2024-01-14T18:17:00,fw-core-01,firewall,firewall,,10.10.1.115,permit,,50860,PERMIT src=10.10.1.115 dst=8.8.39.238 proto=TCP dport=8080 bytes_out=50860
2024-01-14T18:18:35,auth-prod-02,/var/log/secure,linux_secure,samir.khan,172.16.27.171,accepted,,,Accepted password for samir.khan from 172.16.27.171 port 45702
2024-01-14T18:20:00,fw-core-01,firewall,firewall,,10.10.1.99,permit,,68066,PERMIT src=10.10.1.99 dst=8.8.47.222 proto=TCP dport=80 bytes_out=68066
2024-01-14T18:25:00,fw-core-01,firewall,firewall,,10.10.1.77,permit,,55717,PERMIT src=10.10.1.77 dst=8.8.8.170 proto=TCP dport=80 bytes_out=55717
2024-01-14T18:25:00,fw-core-01,firewall,firewall,,10.10.1.99,permit,,20308,PERMIT src=10.10.1.99 dst=1.1.26.223 proto=TCP dport=443 bytes_out=20308
2024-01-14T18:28:00,fw-core-01,firewall,firewall,,10.10.1.11,permit,,59425,PERMIT src=10.10.1.11 dst=8.8.44.140 proto=TCP dport=80 bytes_out=59425
